date,meeting_title,action,motion
"Jun 26, 2018 (Tue)",June Board Business Meeting,12.6 Intercom Replacement (Geeter MS & Peabody Elem),"It is recommended that the Shelby County Board of Education approves the bid from Nichols Fire & Security. The total amount Of $185,055.00 consists of the base bid of $163,766.00, owners contingency of $16,376.00 and performance bond cost of $4,913.00.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick"
"Jun 26, 2018 (Tue)",June Board Business Meeting,12.7 Additional Funding Request for Hanley ES HVAC Installation Project,"It is recommended that the Shelby County Board of Education approves the revised contract amount of $724,647.00 for
the HVAC piping replacement to restore functionality of the HVAC system.

Motion by Shante Avant, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick
Abstain: Kevin Woods"
"Jun 26, 2018 (Tue)",June Board Business Meeting,12.8 Whitehaven HS Renovations,"It is recommended that the Shelby County Board of Education approves the bid from
Nickson General Contractors for the school renovation construction services at
Whitehaven High School. The total amount of $1,937,558.00 consists of the base bid of
$1,677,780.00, allowances of $62,000.00, performance bond cost of $30,000.00, and a
10% Board contingency of $167,778.00. The Board contingency will be used, if needed, to
cover unforeseen conditions encountered while this project is in progress.

Motion by Teresa Jones, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick
Abstain: Chris Caldwell"
"Jun 6, 2018 (Wed)",Special Called Meeting,6.1 Suspension of Public Comment,"It is recommended that the Shelby County Board of Educations suspends Public Comment (as set fourth in Section IV) in the Special Called Meetings section of Policy 0000 - ""School Board Meetings"", per Policy 0012 - ""Board Policy Development, Adoption, Dissemination, and Review"", Suspension of Policies section.

Motion by Stephanie P Love, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love
Not Present at Vote: Kevin Woods"
"Jun 6, 2018 (Wed)",Special Called Meeting,6.2 Hear the Teli White Appeal,"It is recommended that the Shelby County Board of Education sustains the decision enacted by Shelby County Schools administration.

Motion by Kevin Woods, second by Teresa Jones.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Stephanie P Love, Billy Orgel, Kevin Woods
Negative: Mike Kernell
Not Present at Vote: Scott McCormick"
"May 29, 2018 (Tue)",May Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the May 29,2018, Business Meeting.

Motion by Shante Avant, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love
Not Present at Vote: Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,"7.1 Approval of the Minutes of the April 24, 2018 Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the April 24, 2018, Business Meeting.

Motion by Stephanie P Love, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,"7.2 Approval of the Minutes of the May 22, 2018, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the May 22, 2018, Work Session.

Motion by Stephanie P Love, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.2 Eureka Math Curriculum Printing Materials,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,"11.3 PowerSchool Group, LLC - Annual Management","It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.4 Palo Alto Security Firewall,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.5 Teacher Tenure,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,"11.6 Contract Amendment: Increase Contract Amount for CBIZ, Valuation Group","It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.7 Complete Serving Lines for Various School Cafeterias,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.8 Contract Amendment: Thompson Engineering Design Service,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.9 Direct from Manufacturer Food Bid.,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.10 Roof Replacement – Riverview K-8 School (Rescind),"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.11 Roof Replacement – Riverview K-8 School (Award),"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.12 Central Nutrition Center Demolition Project,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.13 Fisher and Arnold- Bayer Building,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.14 May 2018 Budget Amendment,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.15 3rd Quarter FY 2017-18 Financial Statements,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.16 Resolution Approving the Sale of Prudential Stock Held by Shelby County Board of Education,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,11.17 2018-2019 Board Meeting Schedule,"It is recommended that the Shelby County Board of Education approves the May 29, 2018 Consent Agenda.

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,12.2 2018-2019 Proposed Budget Approval,"It is recommended that the Shelby County Board of Education approves the Resolution Approving the Shelby County Board of Education's Fiscal Year 2018-19 Budget.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,12.3 FY 2018-19 Capital Projects Request,"It is recommended that the Shelby County Board of Education approves the Resolution to Approve Capital Improvement Projects for Fiscal Year 2018-2019.

Motion by Kevin Woods, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,12.4 Head Start Cost of Living Adjustment (COLA),"It is recommended that the Shelby County Board of Education accepts the Head Start cost of living adjustment (COLA) grant award funds to use as a federally required 2.6% salary increase for Head Start staff, equipment purchase, and staff development.

Motion by Kevin Woods, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,12.5 Resolution Approving SCS Board Member Strategic School Funds Allocation – May 2018.,"It is recommended that the Shelby County Board of Education approves the Resolution Approving SCS Board Member Strategic School Funds Allocation – May 2018 in the amount of $288,026.

Motion by Miska Clay Bibbs, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods"
"May 29, 2018 (Tue)",May Board Business Meeting,"12.6 Resolution Recognizing the Donation of 1,755 Shares of Archer Daniel Midland Common Stock to The Shelby County School District","It is recommended that the Shelby County Board Of Education approves the• Resolution Recognizing the Donation of 1,755 Shares of Archer Daniel Midland Common Stock to The Shelby County School District.

Motion by Stephanie P Love, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Kevin Woods
Not Present at Vote: Billy Orgel"
"May 29, 2018 (Tue)",May Board Business Meeting,12.7 Resolution Approving the Acceptance of Archer Daniels Midland Common Stock Donation,"It is recommended that the Shelby County Board of Education accepts the donation of Archer Daniels Midland Common Stock.

Motion by Kevin Woods, second by Teresa Jones.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Kevin Woods
Not Present at Vote: Billy Orgel"
"May 29, 2018 (Tue)",May Board Business Meeting,12.8 Resolution Approving the Sale of Archer Daniels Midland Common Stock,"It is recommended that the Shelby County Board of Education approves the sale of Archer Daniels Midland Common Stock.

Motion by Kevin Woods, second by Teresa Jones.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Chris Caldwell, Teresa Jones, Mike Kernell, Stephanie P Love, Scott McCormick, Kevin Woods
Not Present at Vote: Billy Orgel"
